,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_2_5,0.5,1,22,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_0_5,8.5,2,17,0,1,False,,0.0,0.06995558375634514,0.12944162436548218,0.015545685279187812,0.05440989847715734,0.33423223350253795,0.3964149746192892,0.0,0.0,0.0
2,2,pixel_0_2,6.5,3,10,1,2,False,,0.0,0.1026775320139697,0.18998835855646096,0.022817229336437716,0.06845168800931314,0.04563445867287543,0.5704307334109429,0.0,0.0,0.0
3,3,pixel_6_6,0.5,4,7,2,3,False,,0.0,0.08064516129032258,0.0,0.016129032258064516,0.0967741935483871,0.016129032258064516,0.7903225806451613,0.0,0.0,0.0
4,4,pixel_4_6,0.5,5,6,3,4,False,,0.0,0.2,0.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,7,pixel_7_7,1.5,8,9,3,4,False,,0.0,0.05769230769230769,0.0,0.019230769230769232,0.0,0.0,0.923076923076923,0.0,0.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,0.0,0.0,0.020408163265306124,0.0,0.0,0.9795918367346939,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,pixel_1_2,12.5,11,14,2,3,False,,0.0,0.15592680986475738,0.649164677804296,0.038981702466189344,0.0,0.11694510739856803,0.038981702466189344,0.0,0.0,0.0
11,11,pixel_6_3,6.0,12,13,10,4,False,,0.0,0.6666666666666667,0.0,0.16666666666666669,0.0,0.0,0.16666666666666669,0.0,0.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,pixel_0_5,0.5,15,16,10,4,False,,0.0,0.0,0.8473520249221185,0.0,0.0,0.15264797507788166,0.0,0.0,0.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,17,pixel_1_2,6.5,18,21,1,2,False,,0.0,0.0,0.0,0.0,0.024390243902439025,0.9512195121951219,0.024390243902439025,0.0,0.0,0.0
18,18,pixel_0_5,11.0,19,20,17,3,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,21,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,22,pixel_3_4,0.5,23,30,0,1,False,,0.1337364872096756,0.11013593064326216,0.09006743016161817,0.12849191908380586,0.11538049876913178,0.020978272503478508,0.0,0.13373648720967543,0.1337364872096756,0.13373648720967543
23,23,pixel_1_2,3.0,24,25,22,2,False,,0.8579159478593259,0.0,0.036507061611035126,0.017537706068046284,0.07015082427218514,0.0,0.0,0.01788846018940721,0.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,23,3,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,25,pixel_4_2,2.0,26,27,23,3,False,,0.9226398971508634,0.0,0.03926127221918565,0.018860807242549966,0.0,0.0,0.0,0.01923802338740097,0.0,0.0
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
