,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_3_4,0.5,1,10,-1,0,False,,0.09999999999999956,0.09999999999999948,0.09999999999999956,0.09999999999999948,0.09999999999999948,0.09999999999999948,0.09999999999999948,0.09999999999999944,0.09999999999999956,0.09999999999999944
1,1,pixel_3_6,0.5,2,5,0,1,False,,0.5822228915370005,0.0,0.024775442193063834,0.0,0.08331349678647935,0.11901928112354192,0.1785289216853129,0.012139966674601278,0.0,0.0
2,2,pixel_1_5,1.5,3,4,1,2,False,,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,4,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,5,pixel_7_3,6.5,6,7,1,2,False,,0.8288439062510804,0.0,0.03526995345749276,0.0,0.11860386309725506,0.0,0.0,0.017282277194171452,0.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,5,3,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,7,pixel_3_2,2.0,8,9,5,3,False,,0.940376150460184,0.0,0.04001600640256099,0.0,0.0,0.0,0.0,0.019607843137254884,0.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,7,4,True,,0.0,0.0,0.6711409395973155,0.0,0.0,0.0,0.0,0.32885906040268453,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,4,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,pixel_6_6,0.5,11,18,0,1,False,,0.004886691049019248,0.11972393070097156,0.1148372396519524,0.11972393070097156,0.10329123433024998,0.09624865017136928,0.08451100990656815,0.11732945208695209,0.11972393070097166,0.11972393070097151
11,11,pixel_4_6,0.5,12,15,10,2,False,,0.004754499994406492,0.16444976451241275,0.004754499994406492,0.03197634309963581,0.19185805859781488,0.11420122535584219,0.004568049014233687,0.2283110897313996,0.1759164997930402,0.07920996990681214
12,12,pixel_2_4,11.5,13,14,11,3,False,,0.0,0.27486996656060353,0.007946920801922212,0.05344693794233958,0.03054110739562262,0.1679760906759244,0.007635276848905655,0.08566780624472142,0.2940360696711219,0.07787982385883767
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.015124857239867883,0.015742198351699228,0.04537457171960365,0.04537457171960365,0.3327468592770934,0.015124857239867883,0.09256412630799143,0.2991017686822852,0.13884618946198715
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.5396679547371201,0.0,0.061676337684242306,0.015419084421060577,0.0,0.0,0.07863733054740894,0.2888718265006859,0.01572746610948179
15,15,pixel_3_2,10.5,16,17,11,3,False,,0.011835418068738257,0.0,0.0,0.0,0.4321087930194241,0.03411385208048085,0.0,0.44075096887981263,0.0,0.08119096795154442
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,0.0,0.0,0.0,0.023353573096683795,0.0,0.0,0.905184493227464,0.0,0.07146193367585242
17,17,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.02306732039151123,0.0,0.0,0.0,0.8200206248982324,0.06648815877553235,0.0,0.0,0.0,0.09042389593472401
18,18,pixel_6_3,13.5,19,22,10,2,False,,0.005026443032660074,0.0724399142942187,0.2312163795023635,0.2124904152630415,0.00965865523922916,0.07726924191383328,0.16902646668651028,0.0,0.06031731639192087,0.16255516767622682
19,19,pixel_3_2,3.5,20,21,18,3,False,,0.0,0.10358876167638625,0.02310361594240102,0.3255646795543568,0.014798394525198037,0.1183871562015843,0.09618956441378725,0.0,0.06931084782720305,0.24905697985908307
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.02265476906005825,0.023579453511489205,0.8382264552221553,0.0,0.0,0.0,0.0,0.0,0.11553932220629709
21,21,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.1428430475575408,0.02287282708142726,0.07691548714636812,0.021975853470390893,0.17580682776312714,0.1428430475575408,0.0,0.10292772186642266,0.31381518755718213
22,22,pixel_3_2,7.5,23,24,18,3,False,,0.01447219069239499,0.013904653802497145,0.6223041997729848,0.0,0.0,0.0,0.30590238365493716,0.0,0.04341657207718497,0.0
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,0.021406727828746166,0.9134993446920051,0.0,0.0,0.0,0.04281345565749233,0.0,0.022280471821756215,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.04129554655870446,0.0,0.08259109311740892,0.0,0.0,0.0,0.7935222672064777,0.0,0.08259109311740892,0.0
