,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.1500015258789,1,20,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst compactness,0.40765000879764557,2,17,0,1,False,,0.0689769341132326,0.9310230658867682
2,2,area error,48.97500038146973,3,12,1,2,False,,0.03602513113147734,0.9639748688685231
3,3,worst radius,15.769999980926514,4,9,2,3,False,,0.02221958878947681,0.9777804112105235
4,4,worst texture,33.35000038146973,5,6,3,4,False,,0.007831589499404795,0.9921684105005952
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst concave points,0.092289999127388,7,8,4,5,False,,0.10121457489878544,0.8987854251012147
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
9,9,worst texture,29.68000030517578,10,11,3,4,False,,0.2729257641921397,0.7270742358078605
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,5,True,,1.0,0.0
12,12,mean symmetry,0.16565000265836716,13,14,2,3,False,,0.5296610169491525,0.4703389830508474
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,1.0,0.0
14,14,smoothness error,0.00616650003939867,15,16,12,4,False,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,1.0
17,17,worst texture,23.199999809265137,18,19,1,2,False,,0.8085381630012937,0.19146183699870636
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,3,True,,1.0,0.0
20,20,worst perimeter,114.45000076293945,21,28,0,1,False,,0.9137620510647319,0.08623794893526879
21,21,mean texture,19.480000495910645,22,25,20,2,False,,0.546806649168854,0.45319335083114626
22,22,mean radius,14.110000133514404,23,24,21,3,False,,0.14450867052023125,0.8554913294797688
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,1.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,1.0
25,25,mean symmetry,0.15574999898672104,26,27,21,3,False,,0.9564449676280165,0.043555032371983535
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,1.0,0.0
28,28,worst smoothness,0.09431999921798706,29,30,20,2,False,,0.9952100459576672,0.004789954042332845
29,29,LEAF_NODE,-2.0,-1,-1,28,3,True,,0.0,1.0
30,30,LEAF_NODE,-2.0,-1,-1,28,3,True,,1.0,0.0
