,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst radius,16.789999961853027,1,28,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.15630000084638596,2,23,0,1,False,,0.11582540843696676,0.8841745915630344
2,2,radius error,0.6430999934673309,3,20,1,2,False,,0.052887666596149845,0.9471123334038508
3,3,worst perimeter,107.45000076293945,4,13,2,3,False,,0.04035729659922519,0.9596427034007755
4,4,worst texture,31.664999961853027,5,6,3,4,False,,0.014414206642066425,0.9855857933579337
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst concave points,0.13334999978542328,7,12,4,5,False,,0.13312034078807244,0.8668796592119277
7,7,worst smoothness,0.14124999940395355,8,9,6,6,False,,0.07130633200228181,0.9286936679977182
8,8,LEAF_NODE,-2.0,-1,-1,7,7,True,,0.0,1.0
9,9,mean symmetry,0.15929999947547913,10,11,7,7,False,,0.36023054755043227,0.6397694524495677
10,10,LEAF_NODE,-2.0,-1,-1,9,8,True,,1.0,0.0
11,11,LEAF_NODE,-2.0,-1,-1,9,8,True,,0.0,1.0
12,12,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
13,13,mean concave points,0.048785001039505005,14,15,3,4,False,,0.4032258064516129,0.5967741935483872
14,14,LEAF_NODE,-2.0,-1,-1,13,5,True,,0.0,1.0
15,15,fractal dimension error,0.004044999950565398,16,17,13,5,False,,0.7716049382716049,0.22839506172839508
16,16,LEAF_NODE,-2.0,-1,-1,15,6,True,,1.0,0.0
17,17,worst area,806.3999938964844,18,19,15,6,False,,0.0,1.0
18,18,LEAF_NODE,-2.0,-1,-1,17,7,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,7,True,,0.0,1.0
20,20,mean smoothness,0.09071999788284302,21,22,2,3,False,,0.7716049382716049,0.2283950617283951
21,21,LEAF_NODE,-2.0,-1,-1,20,4,True,,0.0,1.0
22,22,LEAF_NODE,-2.0,-1,-1,20,4,True,,1.0,0.0
23,23,mean texture,17.994999885559082,24,27,1,2,False,,0.8609893550407014,0.13901064495929868
24,24,worst concave points,0.18679999560117722,25,26,23,3,False,,0.36023054755043227,0.6397694524495677
25,25,LEAF_NODE,-2.0,-1,-1,24,4,True,,0.0,1.0
26,26,LEAF_NODE,-2.0,-1,-1,24,4,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,23,3,True,,1.0,0.0
28,28,perimeter error,1.2450000047683716,29,30,0,1,False,,0.9775689602909975,0.022431039709002773
29,29,LEAF_NODE,-2.0,-1,-1,28,2,True,,0.0,1.0
30,30,worst concavity,0.1894500032067299,31,34,28,2,False,,0.9864195265186274,0.013580473481372753
31,31,worst texture,28.460000038146973,32,33,30,3,False,,0.6281407035175879,0.37185929648241206
32,32,LEAF_NODE,-2.0,-1,-1,31,4,True,,0.0,1.0
33,33,LEAF_NODE,-2.0,-1,-1,31,4,True,,1.0,0.0
34,34,texture error,0.45454999804496765,35,38,30,3,False,,0.9953602106715155,0.004639789328484552
35,35,mean concavity,0.06544499844312668,36,37,34,4,False,,0.6281407035175879,0.37185929648241206
36,36,LEAF_NODE,-2.0,-1,-1,35,5,True,,0.0,1.0
37,37,LEAF_NODE,-2.0,-1,-1,35,5,True,,1.0,0.0
38,38,LEAF_NODE,-2.0,-1,-1,34,4,True,,1.0,0.0
