,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,20,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.15890000015497208,2,15,0,1,False,,0.07505048851045257,0.9249495114895483
2,2,area error,77.92499923706055,3,14,1,2,False,,0.028781947962238093,0.9712180520377621
3,3,worst area,754.1000061035156,4,9,2,3,False,,0.021742911810749704,0.9782570881892506
4,4,worst smoothness,0.19054999947547913,5,6,3,4,False,,0.007585411736149037,0.992414588263851
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst perimeter,78.34500122070312,7,8,4,5,False,,0.6281407035175879,0.37185929648241206
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
9,9,mean texture,20.894999504089355,10,11,3,4,False,,0.32552083333333326,0.6744791666666666
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
11,11,mean symmetry,0.14845000207424164,12,13,9,5,False,,0.7716049382716049,0.2283950617283951
12,12,LEAF_NODE,-2.0,-1,-1,11,6,True,,0.0,1.0
13,13,LEAF_NODE,-2.0,-1,-1,11,6,True,,1.0,0.0
14,14,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
15,15,mean texture,16.21999979019165,16,17,1,2,False,,0.9220231822971547,0.0779768177028451
16,16,LEAF_NODE,-2.0,-1,-1,15,3,True,,0.0,1.0
17,17,mean radius,11.25,18,19,15,3,False,,1.0,0.0
18,18,LEAF_NODE,-2.0,-1,-1,17,4,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,17,4,True,,1.0,0.0
20,20,worst perimeter,114.45000076293945,21,30,0,1,False,,0.916804968146047,0.08319503185395385
21,21,worst smoothness,0.1375500038266182,22,25,20,2,False,,0.6154266958424507,0.38457330415754926
22,22,worst fractal dimension,0.06955000013113022,23,24,21,3,False,,0.27292576419213976,0.7270742358078602
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,1.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,1.0
25,25,texture error,0.5038000196218491,26,27,21,3,False,,0.9594298245614034,0.0405701754385965
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
27,27,worst compactness,0.25,28,29,25,4,False,,1.0,0.0
28,28,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
29,29,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
30,30,worst smoothness,0.0879799984395504,31,32,20,2,False,,0.990148439060108,0.009851560939892179
31,31,LEAF_NODE,-2.0,-1,-1,30,3,True,,0.0,1.0
32,32,perimeter error,1.7519999742507935,33,36,30,3,False,,0.9950498361094388,0.004950163890561248
33,33,worst texture,24.850000381469727,34,35,32,4,False,,0.7716049382716049,0.2283950617283951
34,34,LEAF_NODE,-2.0,-1,-1,33,5,True,,0.0,1.0
35,35,LEAF_NODE,-2.0,-1,-1,33,5,True,,1.0,0.0
36,36,LEAF_NODE,-2.0,-1,-1,32,4,True,,1.0,0.0
