,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,22,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.15890000015497208,2,19,0,1,False,,0.08891928864569092,0.9110807113543101
2,2,worst smoothness,0.19054999947547913,3,16,1,2,False,,0.029280862028578127,0.9707191379714222
3,3,area error,46.92500114440918,4,13,2,3,False,,0.02221958878947681,0.9777804112105235
4,4,smoothness error,0.003294000052846968,5,8,3,4,False,,0.01512401693889897,0.9848759830611011
5,5,fractal dimension error,0.0013230000040493906,6,7,4,5,False,,0.2525252525252525,0.7474747474747475
6,6,LEAF_NODE,-2.0,-1,-1,5,6,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,6,True,,0.0,1.0
8,8,worst texture,33.26999855041504,9,10,4,5,False,,0.007795447458684125,0.9922045525413159
9,9,LEAF_NODE,-2.0,-1,-1,8,6,True,,0.0,1.0
10,10,mean texture,23.199999809265137,11,12,8,6,False,,0.13312034078807242,0.8668796592119278
11,11,LEAF_NODE,-2.0,-1,-1,10,7,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,7,True,,0.0,1.0
13,13,mean concavity,0.02898500021547079,14,15,3,4,False,,0.36023054755043227,0.6397694524495677
14,14,LEAF_NODE,-2.0,-1,-1,13,5,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,5,True,,0.0,1.0
16,16,mean radius,10.312999725341797,17,18,2,3,False,,0.6281407035175879,0.37185929648241206
17,17,LEAF_NODE,-2.0,-1,-1,16,4,True,,0.0,1.0
18,18,LEAF_NODE,-2.0,-1,-1,16,4,True,,1.0,0.0
19,19,worst texture,23.47000026702881,20,21,1,2,False,,0.9382819015846537,0.061718098415346125
20,20,LEAF_NODE,-2.0,-1,-1,19,3,True,,0.0,1.0
21,21,LEAF_NODE,-2.0,-1,-1,19,3,True,,1.0,0.0
22,22,mean concave points,0.048785001039505005,23,30,0,1,False,,0.9012016021361822,0.09879839786381867
23,23,worst radius,16.829999923706055,24,25,22,2,False,,0.4706325301204822,0.5293674698795182
24,24,LEAF_NODE,-2.0,-1,-1,23,3,True,,0.0,1.0
25,25,mean texture,17.384999752044678,26,27,23,3,False,,0.7378984651711925,0.2621015348288076
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
27,27,concavity error,0.03011499997228384,28,29,25,4,False,,0.9441087613293052,0.05589123867069487
28,28,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
29,29,LEAF_NODE,-2.0,-1,-1,27,5,True,,0.0,1.0
30,30,area error,16.71500015258789,31,32,22,2,False,,0.9723691580060989,0.027630841993901353
31,31,LEAF_NODE,-2.0,-1,-1,30,3,True,,0.0,1.0
32,32,mean texture,14.119999885559082,33,36,30,3,False,,0.9814082030023241,0.018591796997676057
33,33,worst texture,17.835000038146973,34,35,32,4,False,,0.45787545787545786,0.5421245421245422
34,34,LEAF_NODE,-2.0,-1,-1,33,5,True,,1.0,0.0
35,35,LEAF_NODE,-2.0,-1,-1,33,5,True,,0.0,1.0
36,36,concavity error,0.13004999980330467,37,42,32,4,False,,0.9905419222903886,0.009458077709611467
37,37,worst texture,18.574999809265137,38,41,36,5,False,,0.9952484910748685,0.004751508925131637
38,38,worst area,1149.2999877929688,39,40,37,6,False,,0.7716049382716049,0.2283950617283951
39,39,LEAF_NODE,-2.0,-1,-1,38,7,True,,0.0,1.0
40,40,LEAF_NODE,-2.0,-1,-1,38,7,True,,1.0,0.0
41,41,LEAF_NODE,-2.0,-1,-1,37,6,True,,1.0,0.0
42,42,LEAF_NODE,-2.0,-1,-1,36,5,True,,0.0,1.0
