,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,107.45000076293945,1,22,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.13505000621080399,2,13,0,1,False,,0.11328164333903952,0.8867183566609618
2,2,area error,48.97500038146973,3,10,1,2,False,,0.0287819479622381,0.9712180520377623
3,3,smoothness error,0.003294000052846968,4,7,2,3,False,,0.014728408153646759,0.9852715918463535
4,4,fractal dimension error,0.0013230000040493906,5,6,3,4,False,,0.2196836555360281,0.7803163444639719
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,worst texture,33.35000038146973,8,9,3,4,False,,0.007619628162145686,0.9923803718378544
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,1.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.10121457489878544,0.8987854251012147
10,10,mean compactness,0.06257499940693378,11,12,2,3,False,,0.6281407035175879,0.37185929648241206
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,1.0
13,13,worst texture,25.889999389648438,14,17,1,2,False,,0.7028112449799198,0.2971887550200805
14,14,worst smoothness,0.17855000495910645,15,16,13,3,False,,0.1743375174337517,0.8256624825662483
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
17,17,worst symmetry,0.26820001006126404,18,21,13,3,False,,0.9165256627185562,0.0834743372814439
18,18,compactness error,0.01849499996751547,19,20,17,4,False,,0.45787545787545786,0.5421245421245422
19,19,LEAF_NODE,-2.0,-1,-1,18,5,True,,1.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,18,5,True,,0.0,1.0
21,21,LEAF_NODE,-2.0,-1,-1,17,4,True,,1.0,0.0
22,22,mean concave points,0.048785001039505005,23,28,0,1,False,,0.9481853191737661,0.051814680826234215
23,23,concave points error,0.010295500047504902,24,27,22,2,False,,0.5512679162072768,0.4487320837927234
24,24,worst symmetry,0.26385000348091125,25,26,23,3,False,,0.7716049382716049,0.2283950617283951
25,25,LEAF_NODE,-2.0,-1,-1,24,4,True,,0.0,1.0
26,26,LEAF_NODE,-2.0,-1,-1,24,4,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,23,3,True,,0.0,1.0
28,28,worst concavity,0.18205000460147858,29,30,22,2,False,,0.9951709736361264,0.004829026363873669
29,29,LEAF_NODE,-2.0,-1,-1,28,3,True,,0.0,1.0
30,30,LEAF_NODE,-2.0,-1,-1,28,3,True,,1.0,0.0
