,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,102.04999923706055,1,8,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.18074999749660492,2,7,0,1,False,,0.022616247512212775,0.9773837524877876
2,2,area error,48.97500038146973,3,4,1,2,False,,0.0076541546751576735,0.9923458453248424
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,1.0
4,4,worst compactness,0.17847000807523727,5,6,2,3,False,,0.6281407035175879,0.37185929648241206
5,5,LEAF_NODE,-2.0,-1,-1,4,4,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,4,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,1,2,True,,1.0,0.0
8,8,worst area,884.5499877929688,9,22,0,1,False,,0.8876536559087131,0.11234634409128787
9,9,worst smoothness,0.13634999841451645,10,17,8,2,False,,0.5296610169491525,0.4703389830508475
10,10,smoothness error,0.007724999915808439,11,14,9,3,False,,0.25252525252525265,0.7474747474747476
11,11,fractal dimension error,0.0013604999985545874,12,13,10,4,False,,0.06575486586007366,0.9342451341399264
12,12,LEAF_NODE,-2.0,-1,-1,11,5,True,,1.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,1.0
14,14,mean texture,17.719999313354492,15,16,10,4,False,,0.8710801393728222,0.1289198606271777
15,15,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,5,True,,1.0,0.0
17,17,mean radius,14.6850004196167,18,21,9,3,False,,0.916525662718556,0.08347433728144389
18,18,worst area,701.8500061035156,19,20,17,4,False,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,18,5,True,,1.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,18,5,True,,1.0,0.0
21,21,LEAF_NODE,-2.0,-1,-1,17,4,True,,0.0,1.0
22,22,worst texture,18.44499969482422,23,28,8,2,False,,0.9816956279760066,0.0183043720239936
23,23,mean symmetry,0.17260000109672546,24,25,22,3,False,,0.6281407035175879,0.371859296482412
24,24,LEAF_NODE,-2.0,-1,-1,23,4,True,,0.0,1.0
25,25,concave points error,0.014534999616444111,26,27,23,4,False,,1.0,0.0
26,26,LEAF_NODE,-2.0,-1,-1,25,5,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,25,5,True,,1.0,0.0
28,28,worst concave points,0.09152000024914742,29,32,22,3,False,,0.9952484910748685,0.004751508925131637
29,29,mean symmetry,0.1529499962925911,30,31,28,4,False,,0.7716049382716049,0.2283950617283951
30,30,LEAF_NODE,-2.0,-1,-1,29,5,True,,0.0,1.0
31,31,LEAF_NODE,-2.0,-1,-1,29,5,True,,1.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,28,4,True,,1.0,0.0
