,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,16,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,worst concave points,0.1724499985575676,2,15,0,1,False,,0.06251041840306723,0.9374895815969335
2,2,mean perimeter,93.2249984741211,3,12,1,2,False,,0.03572040921300796,0.9642795907869923
3,3,worst smoothness,0.19054999947547913,4,9,2,3,False,,0.014989806931286728,0.9850101930687135
4,4,worst texture,33.26999855041504,5,6,3,4,False,,0.007585411736149037,0.992414588263851
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst smoothness,0.14015000313520432,7,8,4,5,False,,0.12339585389930897,0.8766041461006912
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
9,9,worst smoothness,0.19574999809265137,10,11,3,4,False,,0.6281407035175879,0.37185929648241206
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,1.0,0.0
11,11,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
12,12,texture error,1.3675000071525574,13,14,2,3,False,,0.4578754578754578,0.5421245421245422
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,1.0
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,1,2,True,,1.0,0.0
16,16,mean concave points,0.04951999895274639,17,22,0,1,False,,0.9143293164237231,0.08567068357627765
17,17,worst texture,26.375,18,19,16,2,False,,0.5373192653380229,0.46268073466197746
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,compactness error,0.018389999866485596,20,21,17,3,False,,0.8609893550407014,0.13901064495929868
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,1.0,0.0
21,21,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,1.0
22,22,worst texture,20.645000457763672,23,26,16,2,False,,0.9729992702505476,0.027000729749452744
23,23,mean concave points,0.07508499920368195,24,25,22,3,False,,0.628140703517588,0.3718592964824121
24,24,LEAF_NODE,-2.0,-1,-1,23,4,True,,0.0,1.0
25,25,LEAF_NODE,-2.0,-1,-1,23,4,True,,1.0,0.0
26,26,fractal dimension error,0.012910000048577785,27,28,22,3,False,,0.9952100459576672,0.004789954042332845
27,27,LEAF_NODE,-2.0,-1,-1,26,4,True,,1.0,0.0
28,28,LEAF_NODE,-2.0,-1,-1,26,4,True,,0.0,1.0
