,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,16,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.13505000621080399,2,11,0,1,False,,0.06841817186644779,0.931581828133553
2,2,area error,48.97500038146973,3,8,1,2,False,,0.02221958878947681,0.9777804112105235
3,3,smoothness error,0.003294000052846968,4,7,2,3,False,,0.007585411736149037,0.992414588263851
4,4,fractal dimension error,0.0013230000040493906,5,6,3,4,False,,0.2196836555360281,0.7803163444639719
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
8,8,compactness error,0.014419999904930592,9,10,2,3,False,,0.6281407035175879,0.37185929648241206
9,9,LEAF_NODE,-2.0,-1,-1,8,4,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,4,True,,0.0,1.0
11,11,worst texture,23.47000026702881,12,13,1,2,False,,0.628140703517588,0.37185929648241217
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,0.0,1.0
13,13,radius error,0.2304999977350235,14,15,11,3,False,,0.8553274682306939,0.14467253176930597
14,14,LEAF_NODE,-2.0,-1,-1,13,4,True,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,13,4,True,,1.0,0.0
16,16,mean concave points,0.04951999895274639,17,24,0,1,False,,0.9209823812066208,0.0790176187933798
17,17,worst texture,27.645000457763672,18,19,16,2,False,,0.546806649168854,0.45319335083114626
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,worst area,839.6000061035156,20,21,17,3,False,,0.8491847826086956,0.15081521739130432
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,1.0
21,21,radius error,0.47429999709129333,22,23,19,4,False,,0.9441087613293052,0.05589123867069487
22,22,LEAF_NODE,-2.0,-1,-1,21,5,True,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,21,5,True,,0.0,1.0
24,24,worst texture,20.355000495910645,25,28,16,2,False,,0.9729992702505476,0.027000729749452744
25,25,worst area,951.8500061035156,26,27,24,3,False,,0.7299270072992702,0.27007299270073
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,1.0,0.0
28,28,fractal dimension error,0.012910000048577785,29,30,24,3,False,,0.9950908849674938,0.004909115032506309
29,29,LEAF_NODE,-2.0,-1,-1,28,4,True,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,1.0
