,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,104.0,1,18,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst smoothness,0.1782499998807907,2,13,0,1,False,,0.049510552820686955,0.9504894471793136
2,2,area error,48.97500038146973,3,10,1,2,False,,0.02915451895043733,0.9708454810495631
3,3,worst area,782.7000122070312,4,7,2,3,False,,0.014923591212989496,0.9850764087870107
4,4,worst texture,33.35000038146973,5,6,3,4,False,,0.007551501238446202,0.9924484987615538
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.10121457489878544,0.8987854251012147
7,7,worst perimeter,103.0999984741211,8,9,3,4,False,,0.6281407035175879,0.37185929648241206
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,1.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,1.0
10,10,mean compactness,0.06257499940693378,11,12,2,3,False,,0.6281407035175879,0.37185929648241206
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,1.0
13,13,smoothness error,0.012285000178962946,14,15,1,2,False,,0.7170172084130019,0.2829827915869981
14,14,LEAF_NODE,-2.0,-1,-1,13,3,True,,1.0,0.0
15,15,smoothness error,0.018615000415593386,16,17,13,3,False,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,1.0
17,17,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,1.0
18,18,worst concavity,0.22075000405311584,19,22,0,1,False,,0.911936668908781,0.08806333109121979
19,19,worst texture,30.035000801086426,20,21,18,2,False,,0.2969121140142518,0.7030878859857485
20,20,LEAF_NODE,-2.0,-1,-1,19,3,True,,0.0,1.0
21,21,LEAF_NODE,-2.0,-1,-1,19,3,True,,1.0,0.0
22,22,mean texture,15.535000324249268,23,26,18,2,False,,0.9549379982285211,0.045062001771479315
23,23,mean concave points,0.08746999874711037,24,25,22,3,False,,0.45787545787545786,0.5421245421245423
24,24,LEAF_NODE,-2.0,-1,-1,23,4,True,,0.0,1.0
25,25,LEAF_NODE,-2.0,-1,-1,23,4,True,,1.0,0.0
26,26,mean concave points,0.03071499988436699,27,30,22,3,False,,0.9869196323356115,0.01308036766438843
27,27,smoothness error,0.0031009999802336097,28,29,26,4,False,,0.45787545787545786,0.5421245421245422
28,28,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
29,29,LEAF_NODE,-2.0,-1,-1,27,5,True,,0.0,1.0
30,30,mean concave points,0.039844999089837074,31,32,26,4,False,,0.9955685969219714,0.0044314030780286335
31,31,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.8710801393728222,0.1289198606271777
32,32,LEAF_NODE,-2.0,-1,-1,30,5,True,,1.0,0.0
