,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,102.6500015258789,1,14,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,worst smoothness,0.1782499998807907,2,11,0,1,False,,0.05035391609598897,0.9496460839040116
2,2,mean radius,14.505000114440918,3,8,1,2,False,,0.01512401693889897,0.9848759830611011
3,3,worst texture,33.35000038146973,4,5,2,3,False,,0.007724154977445465,0.9922758450225546
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,worst texture,33.55999946594238,6,7,3,4,False,,0.11499540018399264,0.8850045998160075
6,6,LEAF_NODE,-2.0,-1,-1,5,5,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,5,True,,0.0,1.0
8,8,mean radius,14.705000400543213,9,10,2,3,False,,0.36023054755043227,0.6397694524495677
9,9,LEAF_NODE,-2.0,-1,-1,8,4,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,4,True,,0.0,1.0
11,11,smoothness error,0.00944649986922741,12,13,1,2,False,,0.7378984651711925,0.2621015348288076
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,1.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,3,True,,0.0,1.0
14,14,mean concave points,0.0506649985909462,15,28,0,1,False,,0.8981807063140199,0.10181929368598103
15,15,worst texture,26.375,16,19,14,2,False,,0.5111670336583833,0.48883296634161705
16,16,worst symmetry,0.32385000586509705,17,18,15,3,False,,0.09549274255156609,0.904507257448434
17,17,LEAF_NODE,-2.0,-1,-1,16,4,True,,0.0,1.0
18,18,LEAF_NODE,-2.0,-1,-1,16,4,True,,1.0,0.0
19,19,worst area,806.3000183105469,20,21,15,3,False,,0.8021390374331552,0.197860962566845
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,1.0
21,21,concavity error,0.03011499997228384,22,25,19,4,False,,0.9101941747572814,0.08980582524271845
22,22,worst compactness,0.12362999841570854,23,24,21,5,False,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,22,6,True,,1.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,6,True,,1.0,0.0
25,25,mean perimeter,95.02999877929688,26,27,21,5,False,,0.45787545787545786,0.5421245421245422
26,26,LEAF_NODE,-2.0,-1,-1,25,6,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,25,6,True,,0.0,1.0
28,28,mean texture,14.119999885559082,29,30,14,2,False,,0.9729992702505476,0.027000729749452744
29,29,LEAF_NODE,-2.0,-1,-1,28,3,True,,0.0,1.0
30,30,concavity error,0.13565000146627426,31,38,28,3,False,,0.9863148810257675,0.013685118974232547
31,31,worst concavity,0.21620000153779984,32,33,30,4,False,,0.9908347783007184,0.009165221699281662
32,32,LEAF_NODE,-2.0,-1,-1,31,5,True,,0.0,1.0
33,33,mean texture,15.345000267028809,34,37,31,5,False,,0.9953962921488118,0.0046037078511882625
34,34,mean concavity,0.09181000292301178,35,36,33,6,False,,0.8351893095768373,0.1648106904231626
35,35,LEAF_NODE,-2.0,-1,-1,34,7,True,,0.0,1.0
36,36,LEAF_NODE,-2.0,-1,-1,34,7,True,,1.0,0.0
37,37,LEAF_NODE,-2.0,-1,-1,33,6,True,,1.0,0.0
38,38,LEAF_NODE,-2.0,-1,-1,30,4,True,,0.0,1.0
