,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.1500015258789,1,16,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,worst compactness,0.4123999923467636,2,11,0,1,False,,0.04930410773651887,0.9506958922634816
2,2,worst smoothness,0.19054999947547913,3,10,1,2,False,,0.021931107082285517,0.9780688929177147
3,3,radius error,1.047549992799759,4,9,2,3,False,,0.014728408153646757,0.9852715918463534
4,4,smoothness error,0.003294000052846968,5,8,3,4,False,,0.007418837913229273,0.9925811620867708
5,5,fractal dimension error,0.0013230000040493906,6,7,4,5,False,,0.36023054755043227,0.6397694524495677
6,6,LEAF_NODE,-2.0,-1,-1,5,6,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,6,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
9,9,LEAF_NODE,-2.0,-1,-1,3,4,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
11,11,concavity error,0.07950500026345253,12,13,1,2,False,,0.7716049382716049,0.22839506172839508
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,1.0,0.0
13,13,mean perimeter,71.86999893188477,14,15,11,3,False,,0.0,1.0
14,14,LEAF_NODE,-2.0,-1,-1,13,4,True,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,13,4,True,,0.0,1.0
16,16,worst area,884.75,17,26,0,1,False,,0.9154417493377661,0.0845582506622347
17,17,worst smoothness,0.13985000550746918,18,21,16,2,False,,0.549543456205614,0.4504565437943863
18,18,mean texture,22.4350004196167,19,20,17,3,False,,0.0903832248734635,0.9096167751265366
19,19,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,1.0
20,20,LEAF_NODE,-2.0,-1,-1,18,4,True,,1.0,0.0
21,21,mean radius,15.074999809265137,22,25,17,3,False,,0.9529860228716643,0.04701397712833545
22,22,worst compactness,0.2954999953508377,23,24,21,4,False,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,22,5,True,,1.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,5,True,,1.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,1.0
26,26,concavity error,0.018504999577999115,27,30,16,2,False,,0.9818360333824253,0.0181639666175749
27,27,mean texture,18.4350004196167,28,29,26,3,False,,0.6786102062975028,0.3213897937024974
28,28,LEAF_NODE,-2.0,-1,-1,27,4,True,,0.0,1.0
29,29,LEAF_NODE,-2.0,-1,-1,27,4,True,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,26,3,True,,1.0,0.0
