,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,16,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.15890000015497208,2,13,0,1,False,,0.07474857298178861,0.9252514270182122
2,2,radius error,0.6430999934673309,3,10,1,2,False,,0.04256043581886281,0.9574395641811377
3,3,worst texture,30.145000457763672,4,5,2,3,False,,0.029029261495587565,0.9709707385044128
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,worst concave points,0.092289999127388,6,7,3,4,False,,0.20016012810248207,0.7998398718975182
6,6,LEAF_NODE,-2.0,-1,-1,5,5,True,,0.0,1.0
7,7,compactness error,0.022210000082850456,8,9,5,5,False,,0.7716049382716049,0.22839506172839508
8,8,LEAF_NODE,-2.0,-1,-1,7,6,True,,1.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,6,True,,0.0,1.0
10,10,mean compactness,0.10951999761164188,11,12,2,3,False,,0.6281407035175879,0.37185929648241206
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,1.0
13,13,worst texture,23.47000026702881,14,15,1,2,False,,0.8085381630012937,0.19146183699870636
14,14,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,13,3,True,,1.0,0.0
16,16,mean concave points,0.048864999786019325,17,24,0,1,False,,0.9204514915345343,0.07954850846546647
17,17,worst radius,16.829999923706055,18,19,16,2,False,,0.5533199195171028,0.44668008048289753
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,worst texture,19.90999984741211,20,21,17,3,False,,0.7879656160458454,0.21203438395415478
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,1.0
21,21,concave points error,0.010125500150024891,22,23,19,4,False,,0.9028233749179252,0.09717662508207486
22,22,LEAF_NODE,-2.0,-1,-1,21,5,True,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,21,5,True,,0.0,1.0
24,24,radius error,0.24125000089406967,25,26,16,2,False,,0.9770471464019853,0.02295285359801493
25,25,LEAF_NODE,-2.0,-1,-1,24,3,True,,0.0,1.0
26,26,fractal dimension error,0.012910000048577785,27,32,24,3,False,,0.990690652912316,0.009309347087684
27,27,mean texture,14.119999885559082,28,31,26,4,False,,0.9953235591506573,0.004676440849342778
28,28,worst concavity,0.4524500072002411,29,30,27,5,False,,0.7716049382716049,0.2283950617283951
29,29,LEAF_NODE,-2.0,-1,-1,28,6,True,,0.0,1.0
30,30,LEAF_NODE,-2.0,-1,-1,28,6,True,,1.0,0.0
31,31,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,26,4,True,,0.0,1.0
