,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst radius,16.795000076293945,1,26,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.16029999405145645,2,23,0,1,False,,0.13359891177613697,0.8664010882238643
2,2,worst concave points,0.13580000400543213,3,16,1,2,False,,0.06575486586007373,0.934245134139927
3,3,radius error,0.6255500018596649,4,13,2,3,False,,0.02915451895043733,0.9708454810495631
4,4,smoothness error,0.0033490000059828162,5,8,3,4,False,,0.014923591212989494,0.9850764087870106
5,5,area error,20.585000038146973,6,7,4,5,False,,0.36023054755043227,0.6397694524495677
6,6,LEAF_NODE,-2.0,-1,-1,5,6,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,6,True,,0.0,1.0
8,8,worst texture,33.35000038146973,9,10,4,5,False,,0.007619628162145686,0.9923803718378544
9,9,LEAF_NODE,-2.0,-1,-1,8,6,True,,0.0,1.0
10,10,worst texture,33.55999946594238,11,12,8,6,False,,0.10121457489878544,0.8987854251012147
11,11,LEAF_NODE,-2.0,-1,-1,10,7,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,7,True,,0.0,1.0
13,13,smoothness error,0.007322499994188547,14,15,3,4,False,,0.6281407035175879,0.37185929648241206
14,14,LEAF_NODE,-2.0,-1,-1,13,5,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,5,True,,0.0,1.0
16,16,mean texture,19.710000038146973,17,20,2,3,False,,0.40322580645161293,0.5967741935483872
17,17,worst concave points,0.1376499980688095,18,19,16,4,False,,0.10766580534022394,0.892334194659776
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,1.0
20,20,worst smoothness,0.11999999731779099,21,22,16,4,False,,0.894134477825465,0.10586552217453506
21,21,LEAF_NODE,-2.0,-1,-1,20,5,True,,0.0,1.0
22,22,LEAF_NODE,-2.0,-1,-1,20,5,True,,1.0,0.0
23,23,worst concavity,1.0503999888896942,24,25,1,2,False,,0.9529860228716646,0.04701397712833546
24,24,LEAF_NODE,-2.0,-1,-1,23,3,True,,1.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,23,3,True,,0.0,1.0
26,26,mean texture,16.109999656677246,27,30,0,1,False,,0.9594298245614038,0.040570175438596576
27,27,fractal dimension error,0.004031499964185059,28,29,26,2,False,,0.4911591355599214,0.5088408644400787
28,28,LEAF_NODE,-2.0,-1,-1,27,3,True,,0.0,1.0
29,29,LEAF_NODE,-2.0,-1,-1,27,3,True,,1.0,0.0
30,30,worst smoothness,0.0879799984395504,31,32,26,2,False,,0.9903883621249514,0.009611637875048722
31,31,LEAF_NODE,-2.0,-1,-1,30,3,True,,0.0,1.0
32,32,worst concavity,0.1871500015258789,33,36,30,3,False,,0.9951709736361264,0.004829026363873669
33,33,area error,37.045000076293945,34,35,32,4,False,,0.8351893095768373,0.1648106904231626
34,34,LEAF_NODE,-2.0,-1,-1,33,5,True,,0.0,1.0
35,35,LEAF_NODE,-2.0,-1,-1,33,5,True,,1.0,0.0
36,36,LEAF_NODE,-2.0,-1,-1,32,4,True,,1.0,0.0
