,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,16,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst smoothness,0.17504999786615372,2,13,0,1,False,,0.055041831792162085,0.9449581682078384
2,2,radius error,1.047549992799759,3,12,1,2,False,,0.02865986472543851,0.9713401352745619
3,3,worst radius,15.78000020980835,4,9,2,3,False,,0.021650020206685536,0.9783499797933148
4,4,worst texture,33.35000038146973,5,6,3,4,False,,0.00768899550962662,0.9923110044903735
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst concave points,0.092289999127388,7,8,4,5,False,,0.11499540018399264,0.8850045998160075
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
9,9,worst texture,29.68000030517578,10,11,3,4,False,,0.2349624060150376,0.7650375939849626
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,5,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
13,13,mean concavity,0.10319999977946281,14,15,1,2,False,,0.6925207756232686,0.30747922437673125
14,14,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,13,3,True,,1.0,0.0
16,16,worst perimeter,117.44999694824219,17,32,0,1,False,,0.9292693288020396,0.07073067119796111
17,17,mean texture,19.239999771118164,18,21,16,2,False,,0.6537296999724744,0.34627030002752557
18,18,mean area,585.1499938964844,19,20,17,3,False,,0.10766580534022395,0.8923341946597761
19,19,LEAF_NODE,-2.0,-1,-1,18,4,True,,1.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,1.0
21,21,worst texture,25.670000076293945,22,23,17,3,False,,0.9101941747572815,0.08980582524271848
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,1.0
23,23,mean symmetry,0.15264999866485596,24,25,21,4,False,,0.9382819015846539,0.06171809841534615
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
25,25,mean texture,24.984999656677246,26,29,23,5,False,,0.9681583476764198,0.03184165232358005
26,26,worst compactness,0.1676499992609024,27,28,25,6,False,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,26,7,True,,1.0,0.0
28,28,LEAF_NODE,-2.0,-1,-1,26,7,True,,1.0,0.0
29,29,smoothness error,0.006984499981626868,30,31,25,6,False,,0.6281407035175879,0.37185929648241206
30,30,LEAF_NODE,-2.0,-1,-1,29,7,True,,1.0,0.0
31,31,LEAF_NODE,-2.0,-1,-1,29,7,True,,0.0,1.0
32,32,worst concavity,0.11295000091195107,33,34,16,2,False,,0.9951312586354366,0.004868741364563465
33,33,LEAF_NODE,-2.0,-1,-1,32,3,True,,0.0,1.0
34,34,LEAF_NODE,-2.0,-1,-1,32,3,True,,1.0,0.0
