,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,20,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.13505000621080399,2,11,0,1,False,,0.07474857298178861,0.9252514270182122
2,2,area error,48.97500038146973,3,8,1,2,False,,0.022616247512212775,0.9773837524877876
3,3,smoothness error,0.003294000052846968,4,7,2,3,False,,0.007724154977445465,0.9922758450225546
4,4,fractal dimension error,0.0013230000040493906,5,6,3,4,False,,0.45787545787545786,0.5421245421245422
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
8,8,compactness error,0.014419999904930592,9,10,2,3,False,,0.6281407035175879,0.37185929648241206
9,9,LEAF_NODE,-2.0,-1,-1,8,4,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,4,True,,0.0,1.0
11,11,worst texture,25.9399995803833,12,15,1,2,False,,0.5512679162072769,0.4487320837927235
12,12,mean smoothness,0.12265000119805336,13,14,11,3,False,,0.1445086705202312,0.8554913294797689
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,1.0
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,1.0,0.0
15,15,smoothness error,0.008438500110059977,16,19,11,3,False,,0.9220231822971547,0.0779768177028451
16,16,mean radius,11.375,17,18,15,4,False,,1.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,16,5,True,,1.0,0.0
18,18,LEAF_NODE,-2.0,-1,-1,16,5,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,1.0
20,20,mean concave points,0.048864999786019325,21,28,0,1,False,,0.9204514915345343,0.07954850846546647
21,21,concave points error,0.009876499883830547,22,27,20,2,False,,0.5205923183711246,0.47940768162887565
22,22,mean symmetry,0.15004999935626984,23,24,21,3,False,,0.7916959887403239,0.20830401125967635
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,1.0
24,24,concavity error,0.030009999871253967,25,26,22,4,False,,0.9382819015846537,0.061718098415346125
25,25,LEAF_NODE,-2.0,-1,-1,24,5,True,,1.0,0.0
26,26,LEAF_NODE,-2.0,-1,-1,24,5,True,,0.0,1.0
27,27,LEAF_NODE,-2.0,-1,-1,21,3,True,,0.0,1.0
28,28,radius error,0.24125000089406967,29,30,20,2,False,,0.9729992702505476,0.027000729749452744
29,29,LEAF_NODE,-2.0,-1,-1,28,3,True,,0.0,1.0
30,30,fractal dimension error,0.012910000048577785,31,38,28,3,False,,0.9818360333824251,0.018163966617574898
31,31,worst concavity,0.18940000236034393,32,33,30,4,False,,0.9863148810257676,0.013685118974232548
32,32,LEAF_NODE,-2.0,-1,-1,31,5,True,,0.0,1.0
33,33,worst texture,18.40499973297119,34,37,31,5,False,,0.9908347783007184,0.009165221699281662
34,34,worst texture,18.024999618530273,35,36,33,6,False,,0.7170172084130019,0.2829827915869981
35,35,LEAF_NODE,-2.0,-1,-1,34,7,True,,1.0,0.0
36,36,LEAF_NODE,-2.0,-1,-1,34,7,True,,0.0,1.0
37,37,LEAF_NODE,-2.0,-1,-1,33,6,True,,1.0,0.0
38,38,LEAF_NODE,-2.0,-1,-1,30,4,True,,0.0,1.0
