,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,mean concave points,0.049230000004172325,1,18,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst radius,16.829999923706055,2,13,0,1,False,,0.06276850973609334,0.9372314902639074
2,2,area error,48.70000076293945,3,10,1,2,False,,0.02928086202857813,0.9707191379714223
3,3,worst fractal dimension,0.11914999783039093,4,7,2,3,False,,0.014923591212989494,0.9850764087870106
4,4,worst texture,33.35000038146973,5,6,3,4,False,,0.007551501238446202,0.9924484987615538
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.13312034078807242,0.8668796592119278
7,7,worst perimeter,94.43000030517578,8,9,3,4,False,,0.6281407035175879,0.37185929648241206
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,1.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,1.0,0.0
10,10,texture error,1.9265000224113464,11,12,2,3,False,,0.7716049382716049,0.2283950617283951
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,1.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,1.0,0.0
13,13,mean perimeter,104.64999771118164,14,17,1,2,False,,0.7378984651711924,0.26210153482880755
14,14,smoothness error,0.0030580000020563602,15,16,13,3,False,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,1.0
18,18,worst perimeter,101.94999694824219,19,26,0,1,False,,0.9107826178120254,0.08921738218797529
19,19,worst texture,25.924999237060547,20,21,18,2,False,,0.25252525252525254,0.7474747474747476
20,20,LEAF_NODE,-2.0,-1,-1,19,3,True,,0.0,1.0
21,21,mean radius,12.454999923706055,22,23,19,3,False,,0.7170172084130019,0.2829827915869981
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,1.0,0.0
23,23,worst compactness,0.34860000014305115,24,25,21,4,False,,0.0,1.0
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
25,25,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
26,26,worst concavity,0.18940000236034393,27,28,18,2,False,,0.9663483401546157,0.03365165984538434
27,27,LEAF_NODE,-2.0,-1,-1,26,3,True,,0.0,1.0
28,28,radius error,0.18415000289678574,29,30,26,3,False,,0.9786989061600462,0.021301093839953995
29,29,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,1.0
30,30,fractal dimension error,0.012910000048577785,31,32,28,4,False,,0.9871095110904656,0.012890488909534342
31,31,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.9913692558898998,0.008630744110100322
32,32,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.0,1.0
