,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.1500015258789,1,12,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.16075000166893005,2,9,0,1,False,,0.05549389567147618,0.9445061043285244
2,2,mean radius,14.980000019073486,3,8,1,2,False,,0.0217429118107497,0.9782570881892505
3,3,worst radius,15.78000020980835,4,5,2,3,False,,0.014601098002569798,0.9853989019974305
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,worst concavity,0.18924999982118607,6,7,3,4,False,,0.29691211401425177,0.7030878859857483
6,6,LEAF_NODE,-2.0,-1,-1,5,5,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,5,5,True,,1.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
9,9,worst texture,23.47000026702881,10,11,1,2,False,,0.8085381630012937,0.19146183699870636
10,10,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,3,True,,1.0,0.0
12,12,mean concave points,0.048864999786019325,13,20,0,1,False,,0.9220231822971553,0.0779768177028453
13,13,worst radius,16.824999809265137,14,15,12,2,False,,0.5533199195171029,0.4466800804828976
14,14,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,1.0
15,15,mean texture,15.805000305175781,16,17,13,3,False,,0.7263602746962495,0.27363972530375075
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,1.0
17,17,concave points error,0.010125500150024891,18,19,15,4,False,,0.9028233749179252,0.09717662508207486
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,1.0
20,20,texture error,0.5196499973535538,21,22,12,2,False,,0.9775689602909973,0.02243103970900277
21,21,LEAF_NODE,-2.0,-1,-1,20,3,True,,0.0,1.0
22,22,worst concavity,0.2084999978542328,23,26,20,3,False,,0.9864195265186274,0.013580473481372753
23,23,worst compactness,0.1717500016093254,24,25,22,4,False,,0.45787545787545786,0.5421245421245422
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,1.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
26,26,radius error,0.24125000089406967,27,30,22,4,False,,0.9953962921488118,0.0046037078511882625
27,27,worst compactness,0.3151499927043915,28,29,26,5,False,,0.8710801393728222,0.1289198606271777
28,28,LEAF_NODE,-2.0,-1,-1,27,6,True,,0.0,1.0
29,29,LEAF_NODE,-2.0,-1,-1,27,6,True,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,26,5,True,,1.0,0.0
