,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst concave points,0.13214999437332153,1,14,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst area,889.8500061035156,2,9,0,1,False,,0.08545884827767562,0.9145411517223253
2,2,radius error,1.047549992799759,3,8,1,2,False,,0.014414206642066425,0.9855857933579337
3,3,worst texture,33.35000038146973,4,5,2,3,False,,0.007259422730704457,0.9927405772692957
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,mean texture,23.199999809265137,6,7,3,4,False,,0.1445086705202312,0.8554913294797689
6,6,LEAF_NODE,-2.0,-1,-1,5,5,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,5,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
9,9,worst texture,19.329999923706055,10,11,1,2,False,,0.8228605625374029,0.17713943746259728
10,10,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.0,1.0
11,11,texture error,1.7584999799728394,12,13,9,3,False,,0.9489302967563837,0.051069703243616295
12,12,LEAF_NODE,-2.0,-1,-1,11,4,True,,1.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,4,True,,0.0,1.0
14,14,mean concave points,0.05127999931573868,15,20,0,1,False,,0.9382819015846543,0.06171809841534628
15,15,mean texture,21.27500057220459,16,19,14,2,False,,0.4578754578754578,0.5421245421245422
16,16,symmetry error,0.012429999653249979,17,18,15,3,False,,0.1743375174337517,0.8256624825662483
17,17,LEAF_NODE,-2.0,-1,-1,16,4,True,,1.0,0.0
18,18,LEAF_NODE,-2.0,-1,-1,16,4,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,15,3,True,,1.0,0.0
20,20,worst texture,20.585000038146973,21,24,14,2,False,,0.9693364115314038,0.03066358846859653
21,21,mean radius,16.649999618530273,22,23,20,3,False,,0.5846585594013097,0.41534144059869055
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,1.0
23,23,LEAF_NODE,-2.0,-1,-1,21,4,True,,1.0,0.0
24,24,smoothness error,0.014194999821484089,25,26,20,3,False,,0.9953235591506573,0.004676440849342778
25,25,LEAF_NODE,-2.0,-1,-1,24,4,True,,1.0,0.0
26,26,LEAF_NODE,-2.0,-1,-1,24,4,True,,0.0,1.0
