,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,16,-1,0,False,,0.5000000000000013,0.5000000000000022
1,1,worst concave points,0.13505000621080399,2,9,0,1,False,,0.08035140347118072,0.9196485965288201
2,2,area error,46.31500053405762,3,8,1,2,False,,0.021931107082285517,0.9780688929177147
3,3,smoothness error,0.003294000052846968,4,7,2,3,False,,0.007418837913229273,0.9925811620867708
4,4,fractal dimension error,0.001487000030465424,5,6,3,4,False,,0.36023054755043227,0.6397694524495677
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
9,9,worst texture,23.28499984741211,10,11,1,2,False,,0.7170172084130019,0.28298279158699813
10,10,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.0,1.0
11,11,fractal dimension error,0.002667499938979745,12,15,9,3,False,,0.8837391987431265,0.11626080125687353
12,12,mean perimeter,86.43000030517578,13,14,11,4,False,,0.45787545787545786,0.5421245421245422
13,13,LEAF_NODE,-2.0,-1,-1,12,5,True,,1.0,0.0
14,14,LEAF_NODE,-2.0,-1,-1,12,5,True,,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,11,4,True,,1.0,0.0
16,16,mean concave points,0.048864999786019325,17,24,0,1,False,,0.9273401701941965,0.07265982980580424
17,17,concave points error,0.010125500150024891,18,23,16,2,False,,0.5703027789299048,0.42969722107009556
18,18,worst texture,19.90999984741211,19,20,17,3,False,,0.7879656160458454,0.21203438395415478
19,19,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,1.0
20,20,worst area,868.75,21,22,18,4,False,,0.9489302967563836,0.05106970324361629
21,21,LEAF_NODE,-2.0,-1,-1,20,5,True,,0.0,1.0
22,22,LEAF_NODE,-2.0,-1,-1,20,5,True,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
24,24,worst concavity,0.21620000153779984,25,28,16,2,False,,0.981408203002324,0.018591796997676054
25,25,concave points error,0.011595000047236681,26,27,24,3,False,,0.45787545787545786,0.5421245421245422
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
28,28,fractal dimension error,0.012769999913871288,29,34,24,3,False,,0.9905419222903886,0.009458077709611467
29,29,worst concave points,0.11134999990463257,30,33,28,4,False,,0.9952484910748685,0.004751508925131637
30,30,worst texture,23.204999923706055,31,32,29,5,False,,0.6281407035175879,0.37185929648241206
31,31,LEAF_NODE,-2.0,-1,-1,30,6,True,,0.0,1.0
32,32,LEAF_NODE,-2.0,-1,-1,30,6,True,,1.0,0.0
33,33,LEAF_NODE,-2.0,-1,-1,29,5,True,,1.0,0.0
34,34,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,1.0
