,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,104.10000228881836,1,20,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.1347000002861023,2,15,0,1,False,,0.07597104812420583,0.924028951875795
2,2,area error,48.97500038146973,3,12,1,2,False,,0.029666548000474673,0.9703334519995258
3,3,worst area,785.75,4,9,2,3,False,,0.015124016938898973,0.9848759830611014
4,4,worst texture,33.35000038146973,5,6,3,4,False,,0.00768899550962662,0.9923110044903735
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst texture,33.55999946594238,7,8,4,5,False,,0.13312034078807242,0.8668796592119278
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,1.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
9,9,worst radius,16.020000457763672,10,11,3,4,False,,0.45787545787545786,0.5421245421245422
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,1.0,0.0
11,11,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
12,12,worst texture,22.75999927520752,13,14,2,3,False,,0.7716049382716049,0.2283950617283951
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,1.0
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,1.0,0.0
15,15,area error,21.61500072479248,16,19,1,2,False,,0.7028112449799198,0.2971887550200804
16,16,worst texture,30.010000228881836,17,18,15,3,False,,0.2525252525252525,0.7474747474747475
17,17,LEAF_NODE,-2.0,-1,-1,16,4,True,,0.0,1.0
18,18,LEAF_NODE,-2.0,-1,-1,16,4,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,15,3,True,,1.0,0.0
20,20,worst perimeter,117.44999694824219,21,36,0,1,False,,0.9060367176339883,0.09396328236601263
21,21,worst texture,25.670000076293945,22,29,20,2,False,,0.6281407035175877,0.371859296482412
22,22,worst smoothness,0.13985000550746918,23,26,21,3,False,,0.20215633423180593,0.797843665768194
23,23,concave points error,0.005693500163033605,24,25,22,4,False,,0.0,1.0
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
25,25,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
26,26,fractal dimension error,0.002693000016734004,27,28,22,4,False,,0.8351893095768373,0.1648106904231626
27,27,LEAF_NODE,-2.0,-1,-1,26,5,True,,0.0,1.0
28,28,LEAF_NODE,-2.0,-1,-1,26,5,True,,1.0,0.0
29,29,worst smoothness,0.10804999992251396,30,31,21,3,False,,0.8986648408079425,0.10133515919205759
30,30,LEAF_NODE,-2.0,-1,-1,29,4,True,,0.0,1.0
31,31,fractal dimension error,0.005864000180736184,32,33,29,4,False,,0.9725824379399778,0.027417562060022247
32,32,LEAF_NODE,-2.0,-1,-1,31,5,True,,1.0,0.0
33,33,mean compactness,0.17615000531077385,34,35,31,5,False,,0.6281407035175879,0.37185929648241206
34,34,LEAF_NODE,-2.0,-1,-1,33,6,True,,0.0,1.0
35,35,LEAF_NODE,-2.0,-1,-1,33,6,True,,1.0,0.0
36,36,LEAF_NODE,-2.0,-1,-1,20,2,True,,1.0,0.0
