,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,101.64999771118164,1,8,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.17864999920129776,2,7,0,1,False,,0.029666548000474673,0.9703334519995258
2,2,worst texture,33.35000038146973,3,4,1,2,False,,0.007585411736149037,0.992414588263851
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,1.0
4,4,mean texture,23.199999809265137,5,6,2,3,False,,0.1445086705202312,0.8554913294797689
5,5,LEAF_NODE,-2.0,-1,-1,4,4,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,4,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,1,2,True,,1.0,0.0
8,8,mean texture,14.980000019073486,9,10,0,1,False,,0.8934776134220199,0.10652238657798106
9,9,LEAF_NODE,-2.0,-1,-1,8,2,True,,0.0,1.0
10,10,worst area,868.1999816894531,11,20,8,2,False,,0.9310986964618253,0.06890130353817524
11,11,worst smoothness,0.13599999994039536,12,17,10,3,False,,0.6652474720596059,0.33475252794039384
12,12,mean concavity,0.11124999821186066,13,16,11,4,False,,0.24053880692751767,0.7594611930724825
13,13,smoothness error,0.00369349995162338,14,15,12,5,False,,0.09549274255156609,0.904507257448434
14,14,LEAF_NODE,-2.0,-1,-1,13,6,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,6,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,12,5,True,,1.0,0.0
17,17,mean radius,15.0,18,19,11,4,False,,0.9663483401546158,0.033651659845384284
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,1.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,1.0
20,20,perimeter error,1.2960000038146973,21,22,10,3,False,,0.9952484910748685,0.004751508925131637
21,21,LEAF_NODE,-2.0,-1,-1,20,4,True,,0.0,1.0
22,22,LEAF_NODE,-2.0,-1,-1,20,4,True,,1.0,0.0
