,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,mean concave points,0.049230000004172325,1,16,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst radius,16.829999923706055,2,11,0,1,False,,0.06225444081677833,0.9377455591832226
2,2,smoothness error,0.003294000052846968,3,6,1,2,False,,0.014857957922263165,0.9851420420777369
3,3,fractal dimension error,0.0013230000040493906,4,5,2,3,False,,0.29691211401425177,0.7030878859857482
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,1.0,0.0
5,5,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
6,6,worst texture,33.35000038146973,7,8,2,3,False,,0.007619628162145686,0.9923803718378544
7,7,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,1.0
8,8,worst texture,33.55999946594238,9,10,6,4,False,,0.0903832248734635,0.9096167751265366
9,9,LEAF_NODE,-2.0,-1,-1,8,5,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,5,True,,0.0,1.0
11,11,mean texture,16.19000005722046,12,13,1,2,False,,0.7028112449799198,0.2971887550200804
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,0.0,1.0
13,13,mean perimeter,107.75,14,15,11,3,False,,0.922023182297155,0.07797681770284512
14,14,LEAF_NODE,-2.0,-1,-1,13,4,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,4,True,,0.0,1.0
16,16,worst area,686.4500122070312,17,20,0,1,False,,0.9179037455755724,0.08209625442442835
17,17,worst symmetry,0.38404999673366547,18,19,16,2,False,,0.21968365553602814,0.7803163444639721
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,3,True,,1.0,0.0
20,20,worst concavity,0.22345000505447388,21,24,16,2,False,,0.9625653420268676,0.03743465797313258
21,21,mean texture,19.854999542236328,22,23,20,3,False,,0.4032258064516128,0.5967741935483871
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,1.0
23,23,LEAF_NODE,-2.0,-1,-1,21,4,True,,1.0,0.0
24,24,mean texture,15.46999979019165,25,30,20,3,False,,0.9827616329858484,0.017238367014151806
25,25,worst area,917.6000061035156,26,27,24,4,False,,0.7170172084130019,0.2829827915869981
26,26,LEAF_NODE,-2.0,-1,-1,25,5,True,,0.0,1.0
27,27,worst compactness,0.24309999495744705,28,29,25,5,False,,1.0,0.0
28,28,LEAF_NODE,-2.0,-1,-1,27,6,True,,1.0,0.0
29,29,LEAF_NODE,-2.0,-1,-1,27,6,True,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,24,4,True,,1.0,0.0
