,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,107.45000076293945,1,20,-1,0,False,,0.5000000000000016,0.5000000000000024
1,1,worst symmetry,0.36169999837875366,2,17,0,1,False,,0.08681019285218237,0.9131898071478187
2,2,worst smoothness,0.1782499998807907,3,14,1,2,False,,0.03556997325138014,0.9644300267486203
3,3,radius error,0.6430999934673309,4,11,2,3,False,,0.02183660397135038,0.97816339602865
4,4,worst radius,15.769999980926514,5,6,3,4,False,,0.014792899408284025,0.9852071005917161
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
6,6,worst perimeter,102.70000076293945,7,10,4,5,False,,0.18382352941176472,0.8161764705882354
7,7,mean texture,18.954999923706055,8,9,6,6,False,,0.7716049382716049,0.2283950617283951
8,8,LEAF_NODE,-2.0,-1,-1,7,7,True,,0.0,1.0
9,9,LEAF_NODE,-2.0,-1,-1,7,7,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
11,11,mean symmetry,0.16664999723434448,12,13,3,4,False,,0.45787545787545786,0.5421245421245422
12,12,LEAF_NODE,-2.0,-1,-1,11,5,True,,1.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,1.0
14,14,smoothness error,0.00944049982354045,15,16,2,3,False,,0.6281407035175879,0.37185929648241206
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,1.0
17,17,mean radius,10.1875,18,19,1,2,False,,0.8710801393728224,0.12891986062717772
18,18,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,3,True,,1.0,0.0
20,20,worst texture,20.645000457763672,21,24,0,1,False,,0.9230895465237137,0.07691045347628704
21,21,mean concave points,0.07508499920368195,22,23,20,2,False,,0.3105590062111802,0.6894409937888201
22,22,LEAF_NODE,-2.0,-1,-1,21,3,True,,0.0,1.0
23,23,LEAF_NODE,-2.0,-1,-1,21,3,True,,1.0,0.0
24,24,mean concave points,0.04356000013649464,25,28,20,2,False,,0.9822446163997363,0.017755383600263967
25,25,concave points error,0.008219500072300434,26,27,24,3,False,,0.6281407035175879,0.37185929648241206
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
28,28,LEAF_NODE,-2.0,-1,-1,24,3,True,,1.0,0.0
