,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,mean concave points,0.049230000004172325,1,18,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst radius,16.824999809265137,2,15,0,1,False,,0.07474857298178861,0.9252514270182122
2,2,area error,46.31500053405762,3,12,1,2,False,,0.02193110708228552,0.9780688929177148
3,3,smoothness error,0.003309000050649047,4,7,2,3,False,,0.014792899408284028,0.9852071005917162
4,4,fractal dimension error,0.001487000030465424,5,6,3,4,False,,0.36023054755043227,0.6397694524495677
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,worst texture,33.26999855041504,8,9,3,4,False,,0.007551501238446202,0.9924484987615538
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,1.0
9,9,worst texture,33.55999946594238,10,11,7,5,False,,0.09549274255156609,0.904507257448434
10,10,LEAF_NODE,-2.0,-1,-1,9,6,True,,1.0,0.0
11,11,LEAF_NODE,-2.0,-1,-1,9,6,True,,0.0,1.0
12,12,mean perimeter,78.5099983215332,13,14,2,3,False,,0.6281407035175879,0.37185929648241206
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,1.0,0.0
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,1.0
15,15,mean texture,17.66499948501587,16,17,1,2,False,,0.7716049382716049,0.2283950617283951
16,16,LEAF_NODE,-2.0,-1,-1,15,3,True,,0.0,1.0
17,17,LEAF_NODE,-2.0,-1,-1,15,3,True,,1.0,0.0
18,18,worst concavity,0.2248000055551529,19,22,0,1,False,,0.9204514915345343,0.07954850846546647
19,19,mean fractal dimension,0.05472999997437,20,21,18,2,False,,0.13312034078807242,0.8668796592119278
20,20,LEAF_NODE,-2.0,-1,-1,19,3,True,,1.0,0.0
21,21,LEAF_NODE,-2.0,-1,-1,19,3,True,,0.0,1.0
22,22,worst texture,18.40499973297119,23,26,18,2,False,,0.9623004641684593,0.037699535831540905
23,23,worst radius,17.90000057220459,24,25,22,3,False,,0.4032258064516128,0.5967741935483871
24,24,LEAF_NODE,-2.0,-1,-1,23,4,True,,0.0,1.0
25,25,LEAF_NODE,-2.0,-1,-1,23,4,True,,1.0,0.0
26,26,fractal dimension error,0.012910000048577785,27,32,22,3,False,,0.9826352223395519,0.01736477766044824
27,27,worst radius,14.855000019073486,28,31,26,4,False,,0.9912415670493551,0.008758432950645066
28,28,worst perimeter,93.61000061035156,29,30,27,5,False,,0.7170172084130019,0.2829827915869981
29,29,LEAF_NODE,-2.0,-1,-1,28,6,True,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,28,6,True,,0.0,1.0
31,31,LEAF_NODE,-2.0,-1,-1,27,5,True,,1.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,26,4,True,,0.0,1.0
