,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,104.10000228881836,1,10,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.18074999749660492,2,9,0,1,False,,0.055722723726735805,0.9442772762732649
2,2,area error,48.97500038146973,3,6,1,2,False,,0.021650020206685536,0.9783499797933148
3,3,mean area,663.7000122070312,4,5,2,3,False,,0.0146644767714688,0.9853355232285315
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.007517892584350754,0.9924821074156494
5,5,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.29691211401425177,0.7030878859857482
6,6,symmetry error,0.024740000255405903,7,8,2,3,False,,0.45787545787545786,0.5421245421245422
7,7,LEAF_NODE,-2.0,-1,-1,6,4,True,,1.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,1.0
9,9,LEAF_NODE,-2.0,-1,-1,1,2,True,,1.0,0.0
10,10,worst area,869.2999877929688,11,16,0,1,False,,0.9184423218221901,0.08155767817781066
11,11,worst smoothness,0.1348000019788742,12,13,10,2,False,,0.5984679221193745,0.4015320778806257
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,0.0,1.0
13,13,mean radius,15.0,14,15,11,3,False,,0.9268413247652001,0.07315867523479982
14,14,LEAF_NODE,-2.0,-1,-1,13,4,True,,1.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,4,True,,0.0,1.0
16,16,mean texture,14.990000247955322,17,20,10,2,False,,0.9814082030023241,0.018591796997676057
17,17,fractal dimension error,0.003273500013165176,18,19,16,3,False,,0.6281407035175879,0.371859296482412
18,18,LEAF_NODE,-2.0,-1,-1,17,4,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,4,True,,1.0,0.0
20,20,worst concavity,0.1797500029206276,21,22,16,3,False,,0.9951709736361264,0.004829026363873669
21,21,LEAF_NODE,-2.0,-1,-1,20,4,True,,0.8351893095768373,0.1648106904231626
22,22,LEAF_NODE,-2.0,-1,-1,20,4,True,,1.0,0.0
