,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,18,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,worst smoothness,0.17764999717473984,2,17,0,1,False,,0.0809935205183586,0.9190064794816423
2,2,worst concave points,0.16125000268220901,3,14,1,2,False,,0.03542079909322756,0.9645792009067727
3,3,worst texture,30.145000457763672,4,5,2,3,False,,0.021650020206685536,0.9783499797933148
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,worst perimeter,101.45000076293945,6,11,3,4,False,,0.14050206069689028,0.8594979393031099
6,6,worst radius,14.429999828338623,7,8,5,5,False,,0.053304904051172726,0.9466950959488273
7,7,LEAF_NODE,-2.0,-1,-1,6,6,True,,0.0,1.0
8,8,worst radius,14.589999675750732,9,10,6,6,False,,0.2525252525252525,0.7474747474747475
9,9,LEAF_NODE,-2.0,-1,-1,8,7,True,,1.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,7,True,,0.0,1.0
11,11,mean symmetry,0.15630000084638596,12,13,5,5,False,,0.7716049382716049,0.2283950617283951
12,12,LEAF_NODE,-2.0,-1,-1,11,6,True,,0.0,1.0
13,13,LEAF_NODE,-2.0,-1,-1,11,6,True,,1.0,0.0
14,14,mean concave points,0.04988499917089939,15,16,2,3,False,,0.7716049382716049,0.2283950617283951
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,1,2,True,,1.0,0.0
18,18,mean concave points,0.048785001039505005,19,28,0,1,False,,0.9199134199134205,0.08008658008658029
19,19,worst area,957.4500122070312,20,23,18,2,False,,0.49115913555992163,0.5088408644400788
20,20,worst smoothness,0.14124999940395355,21,22,19,3,False,,0.11499540018399264,0.8850045998160075
21,21,LEAF_NODE,-2.0,-1,-1,20,4,True,,0.0,1.0
22,22,LEAF_NODE,-2.0,-1,-1,20,4,True,,1.0,0.0
23,23,texture error,1.6884999871253967,24,27,19,3,False,,0.9220231822971547,0.0779768177028451
24,24,concave points error,0.005591499852016568,25,26,23,4,False,,1.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,24,5,True,,1.0,0.0
26,26,LEAF_NODE,-2.0,-1,-1,24,5,True,,1.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,23,4,True,,0.0,1.0
28,28,radius error,0.1918499991297722,29,30,18,2,False,,0.9729992702505473,0.02700072974945274
29,29,LEAF_NODE,-2.0,-1,-1,28,3,True,,0.0,1.0
30,30,worst concavity,0.18940000236034393,31,32,28,3,False,,0.9818360333824253,0.0181639666175749
31,31,LEAF_NODE,-2.0,-1,-1,30,4,True,,0.0,1.0
32,32,fractal dimension error,0.012910000048577785,33,38,30,4,False,,0.9908347783007184,0.009165221699281662
33,33,radius error,0.246799997985363,34,37,32,5,False,,0.9953962921488118,0.0046037078511882625
34,34,mean concavity,0.09558499976992607,35,36,33,6,False,,0.8710801393728222,0.1289198606271777
35,35,LEAF_NODE,-2.0,-1,-1,34,7,True,,0.0,1.0
36,36,LEAF_NODE,-2.0,-1,-1,34,7,True,,1.0,0.0
37,37,LEAF_NODE,-2.0,-1,-1,33,6,True,,1.0,0.0
38,38,LEAF_NODE,-2.0,-1,-1,32,5,True,,0.0,1.0
