,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,mean concave points,0.05009999871253967,1,24,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,area error,42.19000053405762,2,17,0,1,False,,0.07535485285252377,0.924645147147477
2,2,worst area,957.4500122070312,3,14,1,2,False,,0.03602513113147734,0.9639748688685231
3,3,worst compactness,0.4535500109195709,4,13,2,3,False,,0.02202643171806168,0.9779735682819387
4,4,smoothness error,0.003294000052846968,5,8,3,4,False,,0.014792899408284025,0.9852071005917161
5,5,fractal dimension error,0.0013230000040493906,6,7,4,5,False,,0.29691211401425177,0.7030878859857482
6,6,LEAF_NODE,-2.0,-1,-1,5,6,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,6,True,,0.0,1.0
8,8,worst texture,33.26999855041504,9,10,4,5,False,,0.007585411736149037,0.992414588263851
9,9,LEAF_NODE,-2.0,-1,-1,8,6,True,,0.0,1.0
10,10,worst texture,33.79999923706055,11,12,8,6,False,,0.10121457489878544,0.8987854251012147
11,11,LEAF_NODE,-2.0,-1,-1,10,7,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,7,True,,0.0,1.0
13,13,LEAF_NODE,-2.0,-1,-1,3,4,True,,1.0,0.0
14,14,mean texture,18.68000030517578,15,16,2,3,False,,0.7716049382716049,0.2283950617283951
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,1.0,0.0
17,17,mean radius,17.600000381469727,18,23,1,2,False,,0.8351893095768373,0.1648106904231626
18,18,smoothness error,0.007200000109151006,19,22,17,3,False,,0.9101941747572814,0.08980582524271845
19,19,mean smoothness,0.08491000160574913,20,21,18,4,False,,1.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,19,5,True,,1.0,0.0
21,21,LEAF_NODE,-2.0,-1,-1,19,5,True,,1.0,0.0
22,22,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,1.0
23,23,LEAF_NODE,-2.0,-1,-1,17,3,True,,0.0,1.0
24,24,worst texture,20.695000648498535,25,28,0,1,False,,0.9131872233775935,0.08681277662240731
25,25,worst area,1012.3999938964844,26,27,24,2,False,,0.3602305475504324,0.639769452449568
26,26,LEAF_NODE,-2.0,-1,-1,25,3,True,,0.0,1.0
27,27,LEAF_NODE,-2.0,-1,-1,25,3,True,,1.0,0.0
28,28,worst perimeter,96.47000122070312,29,32,24,2,False,,0.9695616406158187,0.030438359384181525
29,29,worst texture,25.924999237060547,30,31,28,3,False,,0.3602305475504322,0.6397694524495677
30,30,LEAF_NODE,-2.0,-1,-1,29,4,True,,0.0,1.0
31,31,LEAF_NODE,-2.0,-1,-1,29,4,True,,1.0,0.0
32,32,fractal dimension error,0.012910000048577785,33,34,28,3,False,,0.9954667973535899,0.004533202646410202
33,33,LEAF_NODE,-2.0,-1,-1,32,4,True,,1.0,0.0
34,34,LEAF_NODE,-2.0,-1,-1,32,4,True,,0.0,1.0
