,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,106.20000076293945,1,8,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst smoothness,0.17549999803304672,2,5,0,1,False,,0.07444907683144737,0.9255509231685535
2,2,radius error,1.0192500054836273,3,4,1,2,False,,0.028781947962238093,0.9712180520377621
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.021742911810749704,0.9782570881892506
4,4,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
5,5,worst concavity,0.36044999957084656,6,7,1,2,False,,0.7976298997265269,0.2023701002734731
6,6,LEAF_NODE,-2.0,-1,-1,5,3,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,5,3,True,,1.0,0.0
8,8,mean concave points,0.048785001039505005,9,12,0,1,False,,0.9241271383087805,0.07587286169122032
9,9,worst area,929.8000183105469,10,11,8,2,False,,0.49115913555992147,0.5088408644400787
10,10,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.8710801393728222,0.1289198606271777
12,12,worst concavity,0.18940000236034393,13,14,8,2,False,,0.9775689602909973,0.02243103970900277
13,13,LEAF_NODE,-2.0,-1,-1,12,3,True,,0.0,1.0
14,14,LEAF_NODE,-2.0,-1,-1,12,3,True,,0.9864195265186272,0.013580473481372752
