,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.95000076293945,1,8,-1,0,False,,0.5000000000000016,0.5000000000000023
1,1,worst concave points,0.14559999853372574,2,5,0,1,False,,0.07444907683144737,0.9255509231685535
2,2,worst concave points,0.1347000002861023,3,4,1,2,False,,0.02853881278538814,0.9714611872146122
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.014792899408284028,0.9852071005917162
4,4,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.4032258064516128,0.5967741935483871
5,5,concavity error,0.07950500026345253,6,7,1,2,False,,0.9220231822971547,0.0779768177028451
6,6,LEAF_NODE,-2.0,-1,-1,5,3,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,3,True,,0.0,1.0
8,8,worst texture,20.645000457763672,9,12,0,1,False,,0.9241271383087805,0.07587286169122032
9,9,worst perimeter,116.0,10,11,8,2,False,,0.41993281075028,0.5800671892497202
10,10,LEAF_NODE,-2.0,-1,-1,9,3,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,3,True,,1.0,0.0
12,12,mean concave points,0.048864999786019325,13,14,8,2,False,,0.9779038518960885,0.022096148103911663
13,13,LEAF_NODE,-2.0,-1,-1,12,3,True,,0.771604938271605,0.2283950617283951
14,14,LEAF_NODE,-2.0,-1,-1,12,3,True,,1.0,0.0
