,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst perimeter,105.1500015258789,1,14,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,worst concave points,0.13505000621080399,2,9,0,1,False,,0.06841817186644779,0.931581828133553
2,2,area error,48.97500038146973,3,8,1,2,False,,0.022219588789476802,0.9777804112105234
3,3,smoothness error,0.003294000052846968,4,7,2,3,False,,0.007517892584350754,0.9924821074156494
4,4,fractal dimension error,0.0013230000040493906,5,6,3,4,False,,0.2525252525252525,0.7474747474747475
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,1.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,2,3,True,,1.0,0.0
9,9,area error,21.02500057220459,10,13,1,2,False,,0.628140703517588,0.37185929648241217
10,10,concavity error,0.02949499897658825,11,12,9,3,False,,0.19440124416796264,0.8055987558320373
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,1.0
13,13,LEAF_NODE,-2.0,-1,-1,9,3,True,,1.0,0.0
14,14,worst area,884.5499877929688,15,26,0,1,False,,0.9209823812066208,0.0790176187933798
15,15,worst smoothness,0.13145000487565994,16,21,14,2,False,,0.5984679221193745,0.4015320778806257
16,16,worst fractal dimension,0.06901000067591667,17,20,15,3,False,,0.18382352941176472,0.8161764705882354
17,17,smoothness error,0.0082290000282228,18,19,16,4,False,,0.7716049382716049,0.2283950617283951
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,1.0,0.0
20,20,LEAF_NODE,-2.0,-1,-1,16,4,True,,0.0,1.0
21,21,mean radius,14.445000171661377,22,23,15,3,False,,0.9165256627185562,0.0834743372814439
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,1.0,0.0
23,23,mean symmetry,0.17604999989271164,24,25,21,4,False,,0.45787545787545786,0.5421245421245422
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,1.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,1.0
26,26,worst concavity,0.1981000006198883,27,32,14,2,False,,0.9857664935564533,0.014233506443546857
27,27,mean texture,21.25999927520752,28,29,26,3,False,,0.6281407035175879,0.371859296482412
28,28,LEAF_NODE,-2.0,-1,-1,27,4,True,,0.0,1.0
29,29,smoothness error,0.00487750000320375,30,31,27,4,False,,1.0,0.0
30,30,LEAF_NODE,-2.0,-1,-1,29,5,True,,1.0,0.0
31,31,LEAF_NODE,-2.0,-1,-1,29,5,True,,1.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,26,3,True,,1.0,0.0
