,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1
0,0,worst concave points,0.13214999437332153,1,20,-1,0,False,,0.5000000000000014,0.5000000000000023
1,1,mean area,696.25,2,13,0,1,False,,0.09658476278782271,0.9034152372121784
2,2,area error,38.35000038146973,3,8,1,2,False,,0.02818171570285201,0.9718182842971484
3,3,worst texture,30.145000457763672,4,5,2,3,False,,0.014792899408284028,0.9852071005917162
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,1.0
5,5,worst texture,30.265000343322754,6,7,3,4,False,,0.12339585389930902,0.8766041461006912
6,6,LEAF_NODE,-2.0,-1,-1,5,5,True,,1.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,5,5,True,,0.06575486586007366,0.9342451341399264
8,8,fractal dimension error,0.003566000028513372,9,12,2,3,False,,0.29691211401425177,0.7030878859857483
9,9,mean texture,15.804999828338623,10,11,8,4,False,,0.7716049382716049,0.2283950617283951
10,10,LEAF_NODE,-2.0,-1,-1,9,5,True,,0.0,1.0
11,11,LEAF_NODE,-2.0,-1,-1,9,5,True,,1.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,8,4,True,,0.0,1.0
13,13,mean texture,15.769999980926514,14,15,1,2,False,,0.8228605625374029,0.17713943746259728
14,14,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,1.0
15,15,worst smoothness,0.09080499783158302,16,17,13,3,False,,0.9028233749179252,0.09717662508207486
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,1.0
17,17,mean symmetry,0.15114999562501907,18,19,15,4,False,,0.9489302967563836,0.05106970324361629
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,1.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,1.0,0.0
20,20,perimeter error,1.5684999823570251,21,24,0,1,False,,0.9453005060556097,0.05469949394439088
21,21,concave points error,0.007335999980568886,22,23,20,2,False,,0.2196836555360281,0.7803163444639719
22,22,LEAF_NODE,-2.0,-1,-1,21,3,True,,1.0,0.0
23,23,LEAF_NODE,-2.0,-1,-1,21,3,True,,0.0,1.0
24,24,worst radius,14.650000095367432,25,28,20,2,False,,0.9695616406158186,0.03043835938418152
25,25,worst smoothness,0.16499999910593033,26,27,24,3,False,,0.4578754578754578,0.5421245421245421
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,1.0
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,1.0,0.0
28,28,worst concavity,0.21119999885559082,29,30,24,3,False,,0.9865225837785334,0.013477416221466757
29,29,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,1.0
30,30,fractal dimension error,0.012910000048577785,31,32,28,4,False,,0.9954667973535899,0.004533202646410202
31,31,LEAF_NODE,-2.0,-1,-1,30,5,True,,1.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.0,1.0
