,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_4_4,0.5,1,16,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_5_2,7.5,2,9,0,1,False,,0.6262090671264043,0.0,0.02555955376026138,0.0,0.03683582747802375,0.08595026411538875,0.012278609159341251,0.0,0.01277977688013069,0.2003869014804492
2,2,pixel_2_4,8.5,3,6,1,2,False,,0.044553936471328236,0.0,0.0,0.0,0.0,0.2568403396582451,0.0,0.0,0.0,0.6986057238704265
3,3,pixel_2_2,11.0,4,5,2,3,False,,0.09359171988548778,0.0,0.0,0.0,0.0,0.5395287381634001,0.0,0.0,0.0,0.3668795419511121
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.33783783783783783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621621621621621
5,5,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,0.0,0.0,0.0,0.0,0.7462686567164178,0.0,0.0,0.0,0.2537313432835821
6,6,pixel_3_6,2.5,7,8,2,3,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,pixel_2_2,10.5,10,13,1,2,False,,0.8601546029515106,0.0,0.03583977512297959,0.0,0.051651440618411745,0.017217146872803915,0.017217146872803915,0.0,0.017919887561489795,0.0
10,10,pixel_4_5,9.5,11,12,9,3,False,,0.434659090909091,0.0,0.14488636363636367,0.0,0.20880681818181818,0.06960227272727273,0.06960227272727273,0.0,0.07244318181818184,0.0
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.6047430830039527,0.0,0.10079051383399211,0.0,0.0,0.09683794466403163,0.09683794466403163,0.0,0.10079051383399211,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,0.0,0.2575757575757576,0.0,0.7424242424242424,0.0,0.0,0.0,0.0,0.0
13,13,pixel_6_6,0.5,14,15,9,3,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,LEAF_NODE,-2.0,-1,-1,13,4,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,13,4,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,pixel_6_6,0.5,17,24,0,1,False,,0.0,0.11900385345811162,0.1141465533169643,0.11900385345811162,0.11200362678410505,0.10266999121876297,0.11667044456677611,0.11900385345811158,0.11657520338753802,0.08092262035151594
17,17,pixel_2_4,14.5,18,21,16,2,False,,0.0,0.14930802206864044,0.00971263919068962,0.03732700551716011,0.21929615741331562,0.16330564913757548,0.009331751379290027,0.2379596601718956,0.12140798988362023,0.05235112523781704
18,18,pixel_0_5,4.5,19,20,17,3,False,,0.0,0.0,0.0062332557639282835,0.041921700529949035,0.2694966462639581,0.20960850264974515,0.011977628722842582,0.2626693978919378,0.1308983710424939,0.06719449713514687
19,19,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,0.0,0.0,0.0183666431773543,0.6979324407394634,0.0,0.0183666431773543,0.09366988020450694,0.1529304166604195,0.01873397604090139
20,20,LEAF_NODE,-2.0,-1,-1,18,4,True,,0.0,0.0,0.009249116800023202,0.05331843802366316,0.062204844360940356,0.31102422180470174,0.008886406337277193,0.34443710963286406,0.1202385184003016,0.09064134464022736
21,21,pixel_3_6,0.5,22,23,17,3,False,,0.0,0.67590285620684,0.021984085246523496,0.02112196425646375,0.0422439285129275,0.0,0.0,0.15081082479115115,0.08793634098609399,0.0
22,22,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,0.7903308046909957,0.02653513564136984,0.025494542086806314,0.025494542086806314,0.0,0.0,0.026004432928542442,0.10614054256547936,0.0
23,23,LEAF_NODE,-2.0,-1,-1,21,4,True,,0.0,0.12315270935960591,0.0,0.0,0.12315270935960591,0.0,0.0,0.7536945812807881,0.0,0.0
24,24,pixel_2_4,2.5,25,28,16,2,False,,0.0,0.08868744486803613,0.21862264873484755,0.2007136910171344,0.004667760256212429,0.04200984230591185,0.22405249229819657,0.0,0.11174046490892199,0.1095056556107436
25,25,pixel_5_2,9.0,26,27,24,3,False,,0.0,0.0,0.04835712208751058,0.0,0.0,0.09292152871717718,0.6659376224731031,0.0,0.1611904069583686,0.03159331976384024
26,26,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,0.0,0.11958356781091732,0.0,0.0,0.3446820483961734,0.0,0.0,0.4185424873382107,0.11719189645469898
27,27,LEAF_NODE,-2.0,-1,-1,25,4,True,,0.0,0.0,0.022068368671570752,0.0,0.0,0.0,0.9117265253137169,0.0,0.06620510601471224,0.0
28,28,pixel_4_5,7.5,29,30,24,3,False,,0.0,0.1269502753089215,0.2920810845453384,0.2873085178044013,0.006681593437311659,0.020044780311934976,0.03340796718655829,0.0,0.09040604997831897,0.14311973142721576
29,29,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,0.13640665887200026,0.6309967893398655,0.06062518172088901,0.015156295430222252,0.0,0.015156295430222252,0.0,0.12619935786797307,0.015459421338826699
30,30,LEAF_NODE,-2.0,-1,-1,28,4,True,,0.0,0.1194947080914988,0.024874408623128327,0.4660293615568453,0.0,0.03584841242744964,0.047797883236599524,0.0,0.06218602155782082,0.2437692045066576
